index,bb_smiles
468,COC(=O)c1c[nH]nc1N
469,COC(=O)c1cc(Cl)ccc1N
470,COC(=O)c1cc(Cl)nc(Cl)c1N
471,COC(=O)c1cc(Cl)sc1N
472,COC(=O)c1cc(F)c(F)cc1N
473,COC(=O)c1cc(N)cc(F)c1
474,COC(=O)c1cc(N)cc(O)c1
475,COC(=O)c1cc(N)ccc1C
476,COC(=O)c1cc(N)ccc1Cl
477,COC(=O)c1cc(N)ccc1F
478,COC(=O)c1cc(N)cs1
479,COC(=O)c1cc(OC)c(OC)cc1N
480,COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1F
481,COC(=O)c1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1
482,COC(=O)c1ccc(N)cc1C
483,COC(=O)c1ccc(N)cc1O
484,COC(=O)c1ccc(N)cc1OC
485,COC(=O)c1ccc2nc(N)sc2c1
486,COC(=O)c1cccc(N)c1
487,COC(=O)c1cccc(N)n1
488,COC(=O)c1ccnc(N)c1
489,COC(=O)c1ccsc1N
490,COC(=O)c1cnc(N)cn1
491,COC(=O)c1cncc(N)c1
492,COC(=O)c1cnccc1N
493,COC(=O)c1csc(N)n1
494,COC(=O)c1cscc1N.Cl
495,COC(=O)c1nc(Cl)c(Cl)nc1N
496,COC(=O)c1nc(N)sc1Br
497,COC(=O)c1nccnc1N
498,COC(=O)c1occc1N
499,COC(=O)c1sc(-c2ccc(Cl)cc2)cc1N
500,COC(=O)c1sc(C)cc1N
501,COC(=O)c1scc(C)c1N
502,COC(=O)c1sccc1N
503,COC(=O)c1scnc1N
504,COC(C)(CCN)OC
505,COC(C)(CN)C1CC1
506,COC(C)C(=O)O
507,COC(C)c1nc(C(=O)O)co1
508,COC(CN)C1CCCOC1
509,COC(CN)C1CCOC1
510,COC(CN)CC(N)=O.Cl
511,COC(Cc1ccccc1)C(=O)O
512,COC1(C(=O)O)CC1
513,COC1(C(=O)O)CCOC1
514,COC1(C(F)(F)CN)CCOCC1.Cl
515,COC1(CN)CCC(C(F)F)CC1
516,COC1(CN)CCC1
517,COC1(CN)CCOC1.Cl
518,COC1(OC)CC(CN)C1
519,COC1CC(C(=O)O)C1
520,COC1CCC(C(=O)O)C1
521,COC1CCC(CCN)CC1
522,COCC(=O)O
523,COCC1(CCN)CC1.Cl
524,COCC1(CN)CCCCC1
525,COCCC(=O)O
526,COCCCNC(=O)c1cccc(B(O)O)c1
527,COCCNC(=O)CN.Cl
528,COCCn1cc(B2OC(C)(C)C(C)(C)O2)cn1
529,COCCn1ccc2c(C(=O)O)cccc21
530,COCCn1nc(C(=O)O)ccc1=O
531,COCOCCCN
532,COC[C@H](CN)OC
533,COCc1ccc(CC(=O)O)cc1
534,COCc1ccc(N)cc1
535,COCc1ccccc1CN
536,CO[C@@H](C)C(=O)O
537,CO[C@@H]1COC[C@H]1n1cc(CN)nn1.Cl
538,CO[C@@H]1C[C@@]2(C(=O)O)C[C@@H]12
539,COc1c(B(O)O)ccc(F)c1F
540,COc1c(F)cc(N)cc1F
541,COc1c(F)ccc(C(=O)O)c1F
542,COc1c(F)ccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
543,COc1c(F)ccc(F)c1CN.Cl
544,COc1c(F)cccc1B(O)O
545,COc1c(N)cccc1F
546,COc1c(N)ncnc1Cl
547,COc1cc(B(O)O)c(F)cn1
548,COc1cc(B(O)O)cc(C(F)(F)F)c1
549,COc1cc(Br)ccc1N
550,COc1cc(C#N)c(F)cc1N
551,COc1cc(C#N)ccc1B(O)O
552,COc1cc(C(=O)O)c(N)cc1NC(=O)OCC1c2ccccc2-c2ccccc21
553,COc1cc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)cn1
554,COc1cc(C(=O)O)ccc1NC(=O)OCC1c2ccccc2-c2ccccc21
555,COc1cc(C(=O)O)ncn1
556,COc1cc(C(F)(F)F)ccc1B(O)O
557,COc1cc(C)c(N)cn1
558,COc1cc(C)ccc1B(O)O
559,COc1cc(CN)c(Br)cn1
560,COc1cc(CN)c2ccccc2n1
561,COc1cc(CN)sn1.Cl.Cl
562,COc1cc(CO)ccc1B1OC(C)(C)C(C)(C)O1
563,COc1cc(F)c(Cl)cc1N
564,COc1cc(F)ccc1B(O)O
565,COc1cc(F)ccc1N
566,COc1cc(N)cc(OC)c1
567,COc1cc(N)ccc1F
568,COc1cc(N)ccn1
569,COc1cc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c(OC)c1
570,COc1cc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)cc1OC
571,COc1cc(OC)cc(B(O)O)c1
572,COc1cc(OC)nc(N)n1
573,COc1cc([N+](=O)[O-])cc(C)c1N
574,COc1cc2c(cc1CN)OCO2
575,COc1cc2nc(Cl)nc(N)c2cc1OC
576,COc1ccc(-c2ccncc2)cc1B(O)O
577,COc1ccc(-n2nc(C)c(C(=O)O)c2C)cc1
578,COc1ccc(B(O)O)c(C)c1F
579,COc1ccc(B(O)O)c(OC)n1
580,COc1ccc(B(O)O)cc1C#N
581,COc1ccc(B(O)O)cn1
582,COc1ccc(B2OC(C)(C)C(C)(C)O2)s1
583,COc1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1
584,COc1ccc(C(=O)O)cc1N1CCOCC1
585,COc1ccc(C(C)(C)C)cc1B(O)O
586,COc1ccc(C(C)=CB2OC(C)(C)C(C)(C)O2)cc1
587,COc1ccc(C(CN)N2CCOCC2)cc1OC
588,COc1ccc(C(F)(F)F)cc1B(O)O
589,COc1ccc(C)c(B(O)O)c1
590,COc1ccc(C)nc1CN.Cl.Cl
591,COc1ccc(CN)c(C)c1OC
592,COc1ccc(CN)cc1C#N.Cl
593,COc1ccc(CN)cc1CN1CCOCC1.Cl.Cl
594,COc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1OC
595,COc1ccc(Cl)c(N)c1.Cl
596,COc1ccc(N)c(Cl)c1
597,COc1ccc(N)cc1Cl.Cl
598,COc1ccc(N)cc1OC
599,COc1ccc(N)cc1[N+](=O)[O-]
600,COc1ccc(N)cn1
601,COc1ccc(N)nc1
602,COc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1
603,COc1ccc(O)c(N)c1
604,COc1ccc(OC(F)(F)F)cc1B(O)O
605,COc1ccc(OC)c(N)c1
606,COc1ccc([C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1
607,COc1ccc([N+](=O)[O-])c(N)n1
608,COc1ccc2c(C(=O)O)[nH]nc2c1
609,COc1ccc2c(c1)C(C(=O)O)CC2
610,COc1ccc2c(c1)CC(C(=O)O)CO2
611,COc1ccc2cc(C(=O)O)cnc2c1
612,COc1ccc2nc(C)cc(C(=O)O)c2c1
613,COc1ccc2nc(N)sc2c1
614,COc1ccc2nnc(CN)n2n1
615,COc1ccc2oc(B(O)O)cc2c1
616,COc1cccc(-c2cc(C(=O)O)[nH]n2)c1
617,COc1cccc(-c2cc(N)on2)c1
618,COc1cccc(B(O)O)c1F
619,COc1cccc(B2OCC(C)(C)CO2)c1C#N
620,COc1cccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
621,COc1cccc(F)c1CN
622,COc1cccc(N)c1F
623,COc1cccc(N)n1
624,COc1cccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C(=O)O
625,COc1cccc2cc(B3OC(C)(C)C(C)(C)O3)oc12
626,COc1cccc2cc(C(=O)O)oc12
627,COc1ccccc1-c1nnc(N)s1
628,COc1ccccc1OCCCCN
629,COc1ccnc(N)c1
630,COc1ccnc(N)n1
631,COc1ccnc(N2CCC(C(=O)O)CC2)n1
632,COc1ccncc1CN
633,COc1cnc(CN)cn1.Cl.Cl
634,COc1cnc(N)cn1
635,COc1cnc(N)nc1
636,COc1cnc2[nH]cnc2c1C(=O)O
637,COc1cncc(N)c1
638,COc1cncc(N)n1
639,COc1csc(B2OC(C)(C)C(C)(C)O2)c1
640,COc1nc(Br)ccc1N
641,COc1nc(C(=O)O)co1
642,COc1nc(C)ccc1CN
643,COc1nc(C)nc(N)n1
644,COc1nc(Cl)ncc1N
645,COc1nc2ccccc2cc1B(O)O
646,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1C(F)(F)F
647,COc1ncc(N)cc1C(F)(F)F
648,COc1ncc(N)cn1
649,COc1nccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
650,COc1ncccc1N
651,COc1ncncc1B1OC(C)(C)C(C)(C)O1
652,COc1nscc1B1OC(C)(C)C(C)(C)O1
653,CS(=O)(=O)CC1(CN)CCOCC1.Cl
654,CS(=O)(=O)NC(=O)CCN.Cl
655,CS(=O)(=O)NC1CCCC1CN.Cl
656,CS(=O)(=O)NCc1cccc(B(O)O)c1
657,CS(=O)(=O)Nc1cc(C(=O)O)ccc1F
658,CS(=O)(=O)Nc1ccc(-c2csc(N)n2)cc1
659,CS(=O)(=O)Nc1ccc(CC(=O)O)cc1
660,CS(=O)(=O)Nc1cccc(B(O)O)c1
661,CS(=O)(=O)Nc1cccc(N)c1
662,CS(=O)(=O)c1ccc(B(O)O)c(C(F)(F)F)c1
663,CS(=O)(=O)c1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1
664,CS(=O)(=O)c1ccc(N)cc1
665,CS(=O)(=O)c1ccc(N)cc1F
666,CS(=O)(=O)c1cccc(N)c1
667,CS(=O)(=O)c1ccccc1B(O)O
668,CS(=O)(=O)c1ccccc1C(=O)O
669,CS(=O)C1(CN)CCC1
670,CS(=O)CC(O)CN.Cl
671,CS(=O)CCCCN
672,CSC1(CN)CCOCC1.Cl
673,CSC1CCC(CN)CC1
674,CSCC(=O)O
675,CSCCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
676,CSCc1nnc(CN)[nH]1.Cl
677,CSSCCN.Cl
678,CSc1cc(C)c(B(O)O)cn1.Cl
679,CSc1ccc(CN)cc1C#N.Cl
680,CSc1ccc(CN)o1.Cl
681,CSc1cccc(B(O)O)c1
682,CSc1nc(N)cc(Cl)n1
683,CSc1ncc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)n1
684,CSc1nnc(CN)s1
685,C[C@@H](OCc1ccccc1)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
686,C[C@@H]1C(C(=O)O)[C@@H]1C
687,C[C@@H]1CCO[C@@H](C(=O)O)C1
688,C[C@@H]1C[C@H]1C(=O)O
689,C[C@@H]1OCCO[C@@H]1C(=O)O
690,C[C@@H]1[C@@H](C(=O)O)C1(F)F
691,C[C@@]1(C(=O)O)CCCN1C(=O)OCC1c2ccccc2-c2ccccc21
692,C[C@H](O)CC(=O)O
693,C[C@H]1CC[C@H](C(=O)O)CC1
694,C[C@H]1C[C@@H]1C(=O)O
695,C[Si](C)(C)C#Cc1ccc(N)cn1
696,Cc1[nH][nH]c(=O)c1CCN
697,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O
698,Cc1[nH]cnc1CCN.Cl
699,Cc1[nH]nc2ccc(B(O)O)cc12
700,Cc1[nH]ncc1C(=O)O
701,Cc1c(Br)ccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
702,Cc1c(Br)cncc1CN.Cl.Cl
703,Cc1c(C(=O)O)cccc1N1CCOCC1
704,Cc1c(C(=O)O)cnc2ccnn12
705,Cc1c(C(=O)O)nnn1-c1nccs1
706,Cc1c(C(=O)O)sc2nc[nH]c(=O)c12
707,Cc1c(CN)oc2ccc(F)cc12.Cl
708,Cc1c(F)ccc(B(O)O)c1F
709,Cc1c(N)cccc1Br
710,Cc1c(N)cccc1F
711,Cc1c([C@@H]2[C@@H](CN)CC(=O)N2C)cnn1C
712,Cc1c[nH]nc1C(=O)O
713,Cc1cc(-c2nc(C(=O)O)co2)ccn1
714,Cc1cc(-n2c(C)cc(C(=O)O)c2C)no1
715,Cc1cc(=O)c(C(=O)O)cn1C
716,Cc1cc(=O)oc2cc(N)ccc12
717,Cc1cc(B(O)O)cc(C)c1F
718,Cc1cc(B(O)O)ccc1C(F)(F)F
719,Cc1cc(B(O)O)ccc1OCCN1CCOCC1
720,Cc1cc(B(O)O)ccn1
721,Cc1cc(B2OC(C)(C)C(C)(C)O2)cs1
722,Cc1cc(Br)c(C(=O)O)cc1NC(=O)OCC1c2ccccc2-c2ccccc21
723,Cc1cc(Br)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1
724,Cc1cc(Br)cc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
725,Cc1cc(C#N)c(N)s1
726,Cc1cc(C#N)cnc1N
727,Cc1cc(C(=O)O)cc(C)c1F
728,Cc1cc(C(=O)O)ccc1N1CCOCC1
729,Cc1cc(C(=O)O)ccc1NC(=O)OCC1c2ccccc2-c2ccccc21
730,Cc1cc(C(=O)O)ccn1
731,Cc1cc(C(=O)O)n(C2CCOCC2)n1
732,Cc1cc(C(=O)O)n(Cc2ccccc2)n1
733,Cc1cc(C(=O)O)nn1-c1ccc(F)cc1
734,Cc1cc(C(=O)O)nn1C(C)(C)C
735,Cc1cc(C(=O)O)nn1C(C)C1CC1
736,Cc1cc(C(=O)O)nn1C1CCOCC1
737,Cc1cc(C(=O)O)nn1CC(F)(F)F
738,Cc1cc(C(=O)O)sc1-c1ccccc1
739,Cc1cc(C(F)(F)F)ccc1B(O)O
740,Cc1cc(C(F)(F)F)nn1CC(C)C(=O)O
741,Cc1cc(C)c(CN)c(=O)[nH]1.Cl
742,Cc1cc(C)c(N)c([N+](=O)[O-])c1
743,Cc1cc(C)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1
744,Cc1cc(C)c(OCc2ccccc2)c(B(O)O)c1
745,Cc1cc(C)c2[nH]c(C(=O)O)c(C)c2c1
746,Cc1cc(C)c2c(CC(=O)O)coc2c1C
747,Cc1cc(C)n(-c2ccc(C(=O)O)nn2)n1
748,Cc1cc(C)n(-c2cccc(B(O)O)c2)n1
749,Cc1cc(C)n(C(C(=O)O)C(C)C)n1
750,Cc1cc(C)n(Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)n1
751,Cc1cc(C)n(Cc2cccc(C(=O)O)c2)n1
752,Cc1cc(C)n2nc(C)c(C(=O)O)c2n1
753,Cc1cc(C)nc(N)n1
754,Cc1cc(CC(=O)O)[nH]n1
755,Cc1cc(CN)c(C)[nH]1
756,Cc1cc(CN)c(C)o1
757,Cc1cc(CN)c(C)s1
758,Cc1cc(CN)cc(Cl)n1.Cl.Cl
759,Cc1cc(CN)ccc1Oc1ccc(Cl)cc1Cl.Cl
760,Cc1cc(Cl)cc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
761,Cc1cc(Cl)nc(Cl)c1N
762,Cc1cc(Cl)ncc1N
763,Cc1cc(Cl)nnc1N
764,Cc1cc(F)ccc1N
765,Cc1cc(F)ncc1CN
766,Cc1cc(N)cc(Cl)c1
767,Cc1cc(N)cc(F)c1
768,Cc1cc(N)ccc1Cl
769,Cc1cc(N)ccc1F
770,Cc1cc(N)ccc1O
771,Cc1cc(N)ccn1
772,Cc1cc(N)cnc1Br
773,Cc1cc(N)n(-c2ccccc2)n1
774,Cc1cc(N)n(C(C)C)n1
775,Cc1cc(N)n[nH]1
776,Cc1cc(N)ncc1Cl
777,Cc1cc(N)ncc1[N+](=O)[O-]
778,Cc1cc(N)ncn1
779,Cc1cc(N)nn1C
780,Cc1cc(N)nnc1Cl
781,Cc1cc(N)on1
782,Cc1cc(N)sn1.Cl
783,Cc1cc(O)cc(C)c1C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
784,Cc1cc(O)cc(C)c1N
785,Cc1cc(O)ccc1N
786,Cc1cc(O)ncc1B(O)O
787,Cc1cc(OC(C)C)ccc1B(O)O
788,Cc1cc(S(=O)(=O)N(C)C)ccc1B(O)O
789,Cc1cc(S(=O)(=O)NCCN)c(C)s1.Cl
790,Cc1cc([N+](=O)[O-])c(Cl)cc1N
791,Cc1cc([N+](=O)[O-])c(N)cc1Cl
792,Cc1cc2[nH]ncc2cc1B(O)O
793,Cc1cc2c(cc1C)OC(C(=O)O)C2
794,Cc1cc2cc(CN)ccc2[nH]1
795,Cc1cc2ncc(C(=O)O)c(C)n2n1
796,Cc1cc2nccnc2cc1B1OC(C)(C)C(C)(C)O1
797,Cc1ccc(-c2cc(C(=O)O)[nH]n2)o1
798,Cc1ccc(-c2cc(C(=O)O)c3cccc(C)c3n2)o1
799,Cc1ccc(-c2cc(C(F)(F)F)nc(OCCN)n2)cc1
800,Cc1ccc(-c2cccc(C(=O)O)c2)cc1
801,Cc1ccc(-n2cc(B(O)O)cn2)cc1
802,Cc1ccc(B(O)O)c(F)c1F
803,Cc1ccc(B(O)O)c2cccnc12
804,Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C#N
805,Cc1ccc(B2OC(C)(C)C(C)(C)O2)cn1
806,Cc1ccc(B2OC(C)(C)C(C)(C)O2)o1
807,Cc1ccc(C#N)cc1N
808,Cc1ccc(C(=O)O)[nH]1
809,Cc1ccc(C(=O)O)c(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C
810,Cc1ccc(C(=O)O)cc1N1CCOCC1
811,Cc1ccc(C(=O)O)cc1NC(=O)C1CCCO1
812,Cc1ccc(C(=O)O)cc1NC(=O)OCC1c2ccccc2-c2ccccc21
813,Cc1ccc(C(CC(=O)O)NC(=O)OCC2c3ccccc3-c3ccccc32)cc1
814,Cc1ccc(C(F)(F)F)cc1B(O)O
815,Cc1ccc(C(N)=O)cc1B1OC(C)(C)C(C)(C)O1
816,Cc1ccc(C)c(B(O)O)c1
817,Cc1ccc(C)c(C2=NOC(C(=O)O)C2)c1
818,Cc1ccc(C)c(CN)n1
819,Cc1ccc(C)c(NC(=O)c2cccc(B(O)O)c2)c1
820,Cc1ccc(CN)c(Cl)n1
821,Cc1ccc(CN)c(N2CCCC2)c1.Cl.Cl
822,Cc1ccc(CN)c(OC2CCOC2)c1
823,Cc1ccc(CN)n1C
824,Cc1ccc(CN)nc1C.Cl.Cl
825,Cc1ccc(CO)cc1B1OC(C)(C)C(C)(C)O1
826,Cc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1
827,Cc1ccc(Cl)c(N)c1
828,Cc1ccc(F)c(N)c1
829,Cc1ccc(F)cc1B1OC(C)(C)C(C)(C)O1
830,Cc1ccc(N)c(CO)c1
831,Cc1ccc(N)c(Cl)n1
832,Cc1ccc(N)cc1Br
833,Cc1ccc(N)cn1
834,Cc1ccc(N)nn1
835,Cc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1
836,Cc1ccc(NC(=O)c2ccc(B(O)O)cc2)c(C)c1
837,Cc1ccc(NC(=O)c2cccc(B(O)O)c2)c(C)c1
838,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1B1OC(C)(C)C(C)(C)O1
839,Cc1ccc(NS(C)(=O)=O)cc1B1OC(C)(C)C(C)(C)O1
840,Cc1ccc(O)c(CN)n1.Cl.Cl
841,Cc1ccc(O)cc1B1OC(C)(C)C(C)(C)O1
842,Cc1ccc(S(=O)(=O)N(C)C)cc1B(O)O
843,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1B(O)O
844,Cc1ccc(S(C)(=O)=O)cc1N
845,Cc1ccc([N+](=O)[O-])c(N)n1
846,Cc1ccc2[nH]ncc2c1B(O)O
847,Cc1ccc2c(c1)CCC(C(=O)O)O2
848,Cc1ccc2c(c1)cc(C(=O)O)n2C
849,Cc1ccc2cccc(N)c2n1
850,Cc1cccc(B(O)O)c1F
851,Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1C#N
852,Cc1cccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21
853,Cc1cccc(CCCN)n1
854,Cc1cccc(N)c1Cl
855,Cc1cccc(NC(=O)COc2ccc(CCN)cc2)c1.Cl
856,Cc1cccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c1C(=O)O
857,Cc1cccc(NC(=O)c2cccc(B(O)O)c2)c1C
858,Cc1cccc(OC(C)C(=O)O)c1
859,Cc1cccc(OCCCN)c1C.Cl
860,Cc1cccc2c1B(O)OC2
861,Cc1cccc2c1CC(C(=O)O)O2
862,Cc1cccc2c1COB2O
863,Cc1cccc2oc(CCN)nc12.Cl.Cl
864,Cc1cccc2sc(N)nc12
865,Cc1ccccc1-c1csc(N)n1
866,Cc1ccccc1-c1noc(C)c1C(=O)O
867,Cc1ccccc1-n1cc(C(=O)O)nn1
868,Cc1ccccc1-n1nc(C)c(CN)c1C.Cl.Cl
869,Cc1ccccc1B1OC(C)(C)C(C)(C)O1
870,Cc1ccccc1C1=NOC(C(=O)O)C1
871,Cc1ccccc1C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
872,Cc1ccccc1OC(C)CN
873,Cc1ccccc1[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21
874,Cc1cccnc1NC(=O)CCN.Cl.Cl
875,Cc1ccn(-c2c(C(=O)O)c(C)nn2C)n1
876,Cc1ccn(-c2cccc(C(=O)O)c2)n1
877,Cc1ccnc(Cl)c1N
878,Cc1ccnc(N)c1
879,Cc1ccnc2ccc(B3OC(C)(C)C(C)(C)O3)cc12
880,Cc1ccncc1N
881,Cc1ccoc1C(=O)NCCCN.Cl
882,Cc1ccoc1C(=O)O
883,Cc1ccoc1CC(=O)O
884,Cc1ccsc1CN
885,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1
886,Cc1cnc(CCN)s1.Cl.Cl
887,Cc1cnc(CN)o1.Cl
888,Cc1cnc(CN)s1
889,Cc1cnc(Cl)cc1N
890,Cc1cnc(Cl)nc1N
891,Cc1cnc(F)c(CN)c1
892,Cc1cnc(N)c(C)c1
893,Cc1cnc(N)cn1
894,Cc1cnc(N)s1
895,Cc1cnc(O)c(N)c1
896,Cc1cnc2cc(C(=O)O)nn2c1C(F)(F)F
897,Cc1cnc2nc(CCC(=O)O)nn2c1
898,Cc1cnn(C)c1C(=O)O
899,Cc1coc(B2OC(C)(C)C(C)(C)O2)c1
900,Cc1cocc1B1OC(C)(C)C(C)(C)O1
901,Cc1conc1CN
902,Cc1csc(B(O)O)c1
903,Cc1csc(N)n1
904,Cc1csc2ccc(B(O)O)cc12
905,Cc1cscc1B(O)O
906,Cc1cscc1CN
907,Cc1n[nH]c(N)c1C
908,Cc1nc(C(F)(F)F)c(C(=O)O)s1
909,Cc1nc(CCN)sc1C
910,Cc1nc(CN)ccc1C(C)O.Cl.Cl
911,Cc1nc(CN)oc1C.Cl.Cl
912,Cc1nc(CN)sc1C
913,Cc1nc(Cl)c(N)c(Cl)n1
914,Cc1nc(Cl)ccc1N
915,Cc1nc(N)ccc1Cl
916,Cc1nc(N)ccc1[N+](=O)[O-]
917,Cc1nc(N2CCOCC2)sc1CC(=O)O
918,Cc1nc2[nH]cc(C(=O)O)c(=O)n2n1.O
919,Cc1nc2c(C)cccc2cc1C(=O)O
920,Cc1nc2cc(C(=O)O)ccc2n1C1CC1
921,Cc1nc2ncnn2c(C)c1CC(=O)O
922,Cc1ncc(B2OC(C)(C)C(C)(C)O2)cn1
923,Cc1ncc(N)cc1Br
924,Cc1ncccc1B1OC(C)(C)C(C)(C)O1
925,Cc1ncccc1N
926,Cc1nccn1-c1ncccc1CN
927,Cc1nccnc1N
928,Cc1nn(C(C)C)cc1B1OC(C)(C)C(C)(C)O1
929,Cc1nn(C)c2ncc(CN)cc12.Cl
930,Cc1nn(C)cc1-c1cc(C(=O)O)n[nH]1
931,Cc1nn(C)cc1B1OC(C)(C)C(C)(C)O1
932,Cc1nn(C2CCOCC2)cc1C(=O)O
933,Cc1nn(CCN)c(C)c1Cl
934,Cc1nn2cc(C(=O)O)nc2s1
935,Cc1nnc(-c2ccc(B(O)O)cc2)o1
936,Cc1nnc(-c2cccc(C(=O)O)c2)o1
937,Cc1nnc(CCCN)s1.Cl
938,Cc1nnc(CCN)s1.Cl.Cl
939,Cc1nnc(N)o1
940,Cc1nnc(N)s1
941,Cc1nncn1CCCN.Cl
942,Cc1nnsc1CN
943,Cc1noc(C(F)F)c1C(=O)O
944,Cc1occc1B1OC(C)(C)C(C)(C)O1
945,Cc1occc1C(=O)Nc1cccc(C(=O)O)c1
946,Cc1onc(-c2ccccc2)c1C(=O)O
947,Cc1onc(-c2ccccn2)c1C(=O)O
948,Cc1onc(-c2ccncc2)c1C(=O)O
949,Cc1sc(=O)n(CCC(=O)O)c1C
950,Cc1sc(C)c(CN)c1Br.Cl
951,Cc1sc(CCN)nc1-c1ccccc1.Cl.Cl
952,Cc1sc(CN)nc1C(C)C
953,Cc1sc(N)c(C#N)c1C
954,Cc1sccc1B(O)O
955,Cl.Cl.Cn1ccnc1C(O)CN
956,Cl.Cl.Cn1ccnc1Cn1c(CCCN)nc2c1CCCC2
957,Cl.Cl.Cn1cncc1CN
958,Cl.Cl.Cn1nnnc1CN
959,Cl.Cl.N=C(N)CCCN
960,Cl.Cl.N=C(N)c1cccc(CN)c1
961,Cl.Cl.NCC#Cc1cccnc1
962,Cl.Cl.NCC(=O)NCCN1CCOCC1
963,Cl.Cl.NCC(=O)Nc1nccs1
964,Cl.Cl.NCC(O)c1ccncc1
965,Cl.Cl.NCC1(N2CCOCC2)CCOCC1
966,Cl.Cl.NCC1(c2ccncc2)CC1
967,Cl.Cl.NCC12CCN(CC1)CC2
968,Cl.Cl.NCC1CCN(C(N)=O)C1
969,Cl.Cl.NCC1CCN(CC(F)F)CC1
970,Cl.Cl.NCC1CCNC(=O)C1
971,Cl.Cl.NCC=Cc1cccnc1
972,Cl.Cl.NCCC(=O)Nc1ccncc1
973,Cl.Cl.NCCCN1CCNC(=O)C1
974,Cl.Cl.NCCN1CCS(=O)CC1
975,Cl.Cl.NCCNC(=O)c1cnccn1
976,Cl.Cl.NCCc1nc2c(s1)COCC2
977,Cl.Cl.NCCc1nccn1C(F)F
978,Cl.Cl.NCCc1nnc2c(=O)[nH]ccn12
979,Cl.Cl.NCCn1cc(C2CC2)nn1
980,Cl.Cl.NCCn1cccnc1=O
981,Cl.Cl.NCCn1cnc2ccsc2c1=O
982,Cl.Cl.NC[C@@H]1CCO[C@H]1c1cn[nH]c1
983,Cl.Cl.NCc1cc(=O)nc[nH]1
984,Cl.Cl.NCc1cc(Br)cc2cccnc12
985,Cl.Cl.NCc1cc2n(n1)CCCO2
986,Cl.Cl.NCc1ccc(-n2cncn2)cc1
987,Cl.Cl.NCc1ccc(O)c2ncccc12
988,Cl.Cl.NCc1ccc2ccccc2n1
989,Cl.Cl.NCc1ccc2scnc2c1
990,Cl.Cl.NCc1ccc[n+]([O-])c1
991,Cl.Cl.NCc1cccc(-n2ccnn2)c1
992,Cl.Cl.NCc1ccn2ccnc2c1
993,Cl.Cl.NCc1ccncc1C(F)(F)F
994,Cl.Cl.NCc1ccns1
995,Cl.Cl.NCc1cn2cc(Br)ccc2n1
996,Cl.Cl.NCc1cn[nH]c1
997,Cl.Cl.NCc1cncc(F)c1
998,Cl.Cl.NCc1cnsc1
999,Cl.Cl.NCc1nc(-c2ccncc2)no1
1000,Cl.Cl.NCc1nc2c(F)c(F)ccc2[nH]1
1001,Cl.Cl.NCc1nc2c(s1)CCC2
1002,Cl.Cl.NCc1nc2cnccc2s1
1003,Cl.Cl.NCc1ncc[nH]1
